                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.3284,                 1.6291,                 1.5281,                 0.4076,                0.47896,                0.47887,                0.24242,                 1.6211,                 2.5755,                 2.1349,             0.00048275,             0.00048275,             0.00048275
                     33,                 1.1923,                 1.6919,                 1.3635,                0.63571,                0.43495,                0.52309,                 0.2564,                  1.677,                 2.6977,                 2.3029,               0.000458,               0.000458,               0.000458
                     34,                 1.2073,                 1.6274,                 1.3732,                0.69289,                0.56773,                0.60388,                0.27647,                 1.6469,                 2.5632,                 2.0668,             0.00043325,             0.00043325,             0.00043325
                     35,                 1.1874,                 1.6331,                 1.3495,                0.65079,                 0.5683,                0.59312,                0.28166,                 1.5591,                 2.6272,                 1.9547,              0.0004085,              0.0004085,              0.0004085
                     36,                 1.2521,                 1.6046,                 1.4139,                0.62898,                0.65257,                0.61781,                 0.2819,                 1.5114,                 2.5176,                 1.8663,             0.00038375,             0.00038375,             0.00038375
                     37,                 1.4548,                 1.9992,                 1.6884,                0.77814,                0.57256,                0.63707,                0.32541,                 1.4506,                 2.6709,                 1.8365,               0.000359,               0.000359,               0.000359
                     38,                 1.3005,                 1.6019,                 1.5185,                0.78362,                0.56974,                0.63415,                0.33649,                 1.5269,                 2.6324,                 1.9635,             0.00033425,             0.00033425,             0.00033425
                     39,                 1.2123,                 1.5463,                 1.3614,                0.71042,                0.61605,                0.64914,                0.33379,                 1.5992,                 2.5585,                 1.9918,              0.0003095,              0.0003095,              0.0003095
                     40,                 1.0142,                 1.7077,                 1.3104,                0.72686,                0.64436,                0.67293,                 0.3409,                 1.6114,                  2.506,                 1.9987,             0.00028475,             0.00028475,             0.00028475
                     41,                 1.1875,                 2.3383,                 1.3757,                0.77447,                0.55154,                0.67366,                0.34005,                 1.5361,                 2.5693,                 1.8995,                0.00026,                0.00026,                0.00026
                     42,                 1.0727,                 1.5618,                 1.2815,                0.74665,                0.59319,                0.66833,                 0.3199,                  1.585,                 2.5778,                 1.9532,             0.00023525,             0.00023525,             0.00023525
                     43,                 1.1064,                 1.6782,                 1.2859,                0.63278,                0.67259,                0.62002,                0.29955,                 1.6119,                 2.6828,                 1.9739,              0.0002105,              0.0002105,              0.0002105
                     44,                 1.1522,                 1.5123,                 1.4153,                0.62974,                0.67657,                0.66493,                0.32578,                 1.5332,                 2.7602,                 1.8727,             0.00018575,             0.00018575,             0.00018575
                     45,                 1.1118,                 1.5851,                 1.5478,                0.67954,                0.62232,                0.66651,                0.31618,                 1.5297,                 2.7359,                 1.8531,               0.000161,               0.000161,               0.000161
                     46,                 1.1086,                 1.7125,                 1.3208,                0.65614,                0.68625,                0.66582,                 0.3257,                 1.5547,                 2.6796,                 1.8768,             0.00013625,             0.00013625,             0.00013625
                     47,                 1.0405,                 1.5673,                 1.2656,                0.66164,                0.68863,                 0.6756,                0.33184,                 1.4836,                 2.5142,                 1.8346,              0.0001115,              0.0001115,              0.0001115
                     48,                 1.0852,                 1.4958,                 1.3469,                0.63463,                0.71253,                 0.6782,                0.34445,                 1.4755,                 2.4854,                 1.7935,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                0.89414,                  1.431,                  1.207,                0.74627,                0.63378,                0.68961,                0.34503,                 1.4563,                 2.3653,                 1.7702,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                 1.0613,                 1.5397,                 1.4127,                0.62096,                0.74109,                0.67899,                0.33781,                 1.4488,                 2.3341,                 1.7722,              3.725e-05,              3.725e-05,              3.725e-05
