                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                  1.575,                 2.3255,                  1.662,                0.84126,                0.03584,                0.17625,                0.06768,                 1.9728,                 4.4243,                  3.554,             0.00099707,             0.00099707,             0.00099707
                     12,                 1.5692,                 2.2803,                 1.6603,                0.54698,                0.04335,                0.10546,                0.04584,                 2.0761,                 4.0397,                 3.2518,              0.0010619,              0.0010619,              0.0010619
                     13,                 1.4855,                 2.2526,                 1.6154,                0.57312,                0.09063,                0.22399,                0.12064,                 1.8837,                  3.625,                 2.2287,              0.0010895,              0.0010895,              0.0010895
                     14,                 1.5103,                 2.1522,                 1.6005,                0.26528,                0.20737,                0.17201,                0.08085,                 2.1676,                 3.8079,                 3.2298,              0.0010612,              0.0010612,              0.0010612
                     15,                 1.5781,                 2.1272,                 1.5841,                0.69532,                0.18923,                0.22194,                0.09817,                 1.9849,                 4.4012,                 2.5429,              0.0010329,              0.0010329,              0.0010329
                     16,                 1.6135,                  2.148,                 1.6743,                0.23917,                 0.2159,                0.19426,                 0.0686,                 2.0212,                 3.9199,                 2.4075,              0.0010046,              0.0010046,              0.0010046
                     17,                 1.6541,                 2.1841,                 1.6869,                0.30427,                0.41564,                0.34983,                0.13303,                 1.8571,                  3.234,                 2.2519,             0.00097629,             0.00097629,             0.00097629
                     18,                 1.6155,                 2.5206,                   1.72,                0.47697,                0.55392,                0.46793,                0.22445,                 1.7269,                 3.4541,                  2.104,               0.000948,               0.000948,               0.000948
                     19,                 1.5226,                 2.1342,                 1.5846,                0.34249,                0.37995,                0.28592,                0.13871,                  1.554,                 3.5304,                 1.9758,              0.0009197,              0.0009197,              0.0009197
                     20,                 1.5399,                 2.1829,                  1.669,                0.31872,                0.37888,                0.21221,                0.09549,                 1.7168,                 3.3569,                 2.1781,             0.00089141,             0.00089141,             0.00089141
                     21,                 1.5285,                 2.2993,                 1.6412,                0.35397,                0.38466,                0.34496,                0.16499,                 1.8346,                 3.5747,                 2.2855,             0.00086312,             0.00086312,             0.00086312
                     22,                 1.4315,                 1.9484,                 1.5212,                0.41003,                0.44447,                0.36469,                0.17787,                 2.7696,                 4.1419,                 3.0764,             0.00083482,             0.00083482,             0.00083482
                     23,                 1.4427,                   1.87,                 1.5142,                0.43041,                0.44099,                0.36504,                0.17228,                 2.1311,                 4.3105,                  2.735,             0.00080653,             0.00080653,             0.00080653
                     24,                 1.3904,                 1.7868,                 1.5022,                0.52201,                 0.4788,                0.48405,                0.23986,                 1.9719,                 3.4263,                 2.3569,             0.00077823,             0.00077823,             0.00077823
                     25,                 1.4383,                 2.1574,                 1.5455,                0.56035,                0.46693,                0.52435,                 0.2664,                 1.9129,                 3.6956,                 2.2715,             0.00074994,             0.00074994,             0.00074994
                     26,                 1.3757,                 1.7814,                 1.4929,                0.52696,                0.34915,                0.39185,                0.15876,                 1.7039,                 2.8239,                 2.0946,             0.00072164,             0.00072164,             0.00072164
                     27,                 1.4485,                 1.8172,                 1.4891,                0.39453,                0.42874,                0.38332,                0.17227,                 1.5248,                 2.9896,                 1.8137,             0.00069335,             0.00069335,             0.00069335
                     28,                  1.401,                 1.7808,                 1.4381,                0.42334,                0.59808,                0.45348,                 0.2166,                 1.5121,                 2.6375,                 1.7433,             0.00066506,             0.00066506,             0.00066506
                     29,                 1.4159,                 1.8542,                  1.502,                0.59039,                0.59688,                0.53281,                0.22435,                 1.4498,                  2.539,                 1.7132,             0.00063676,             0.00063676,             0.00063676
                     30,                   1.45,                 1.9244,                  1.552,                0.61118,                0.56605,                0.51235,                0.21366,                 1.4117,                 3.0644,                 1.7276,             0.00060847,             0.00060847,             0.00060847
                     31,                 1.3534,                 1.7501,                 1.4868,                0.84063,                0.08409,                0.09212,                0.06485,                 1.5394,                  2.965,                 1.9366,             0.00058017,             0.00058017,             0.00058017
                     32,                 1.2335,                 1.6215,                 1.3892,                0.45403,                0.51359,                0.47424,                0.24631,                 1.6736,                 3.1089,                 2.1083,             0.00055188,             0.00055188,             0.00055188
                     33,                 1.2557,                 1.6102,                 1.4136,                0.51232,                0.57872,                0.49092,                0.23263,                 1.7617,                 2.9276,                 2.2984,             0.00052359,             0.00052359,             0.00052359
                     34,                 1.2062,                 1.5081,                 1.3423,                  0.526,                0.61144,                0.50418,                0.21641,                 1.8969,                 2.7729,                  2.487,             0.00049529,             0.00049529,             0.00049529
                     35,                 1.2918,                 1.5996,                 1.4225,                0.46923,                0.61851,                0.51919,                0.25432,                  1.846,                 2.5947,                 2.4165,               0.000467,               0.000467,               0.000467
                     36,                 1.2162,                  1.669,                 1.4039,                0.50778,                0.62089,                0.53046,                0.25985,                 1.7692,                 2.3233,                  2.227,              0.0004387,              0.0004387,              0.0004387
                     37,                 1.2625,                 1.6419,                 1.3877,                0.63168,                0.57002,                0.58093,                0.27848,                 1.7432,                  2.113,                 2.0571,             0.00041041,             0.00041041,             0.00041041
                     38,                 1.1765,                 1.4672,                 1.3334,                0.81321,                0.53236,                0.62118,                0.28539,                 1.8416,                 2.0426,                  2.174,             0.00038211,             0.00038211,             0.00038211
                     39,                 1.1285,                 1.4619,                 1.3157,                0.71859,                0.59127,                0.64728,                0.29275,                 1.8522,                 2.1582,                  2.352,             0.00035382,             0.00035382,             0.00035382
                     40,                 1.1628,                 1.6832,                 1.3446,                0.77228,                 0.5692,                0.64178,                0.31604,                 1.7764,                  2.144,                 2.2747,             0.00032553,             0.00032553,             0.00032553
                     41,                 1.0415,                 1.8061,                 1.3047,                0.67445,                0.58857,                0.65302,                0.30789,                 1.6325,                 2.0643,                 1.9975,             0.00029723,             0.00029723,             0.00029723
                     42,                 1.3289,                  1.867,                 1.5366,                0.57285,                0.65102,                0.60014,                0.28332,                  1.463,                 2.0957,                 1.7644,             0.00026894,             0.00026894,             0.00026894
                     43,                 1.1273,                 1.5778,                 1.3709,                0.70132,                0.59453,                0.62689,                0.28223,                 1.4633,                 2.2896,                 1.7485,             0.00024064,             0.00024064,             0.00024064
                     44,                 1.0799,                 1.4157,                 1.3067,                0.59469,                0.72442,                 0.6648,                0.29774,                 1.6178,                 2.2485,                 1.8939,             0.00021235,             0.00021235,             0.00021235
                     45,                 1.0154,                 1.4426,                   1.31,                 0.7718,                0.61287,                0.69255,                 0.3343,                 1.5437,                 2.3507,                 1.7972,             0.00018406,             0.00018406,             0.00018406
                     46,                 1.0948,                 1.4503,                  1.319,                0.79402,                 0.6325,                0.71699,                0.34169,                 1.5204,                 2.2339,                 1.7874,             0.00015576,             0.00015576,             0.00015576
                     47,                  1.079,                 1.4754,                 1.3691,                0.78016,                0.63446,                0.73191,                0.35487,                 1.4623,                 2.1542,                 1.7942,             0.00012747,             0.00012747,             0.00012747
                     48,                0.87248,                 1.3389,                 1.1914,                0.79666,                0.63054,                0.73189,                0.37961,                 1.4867,                  2.188,                 1.7977,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                 1.0001,                 1.4954,                 1.3422,                0.58901,                0.71193,                0.68552,                0.36368,                 1.5976,                 2.2953,                 1.8566,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                 1.0116,                 1.3799,                 1.2686,                0.59287,                0.71273,                0.69425,                0.36879,                 1.6766,                 2.2948,                 1.9115,             4.2584e-05,             4.2584e-05,             4.2584e-05
